日期,楼盘,单价,底价,地区,户型,面积
20201002,海伦春天四期,40000,0,汉阳/王家湾,0,0-0
20201002,城投四新之光,16500,236万,汉阳/四新,4,143-233
20201002,三和名仕城,9500,79万,蔡甸/蔡甸城区,2/3,83-120
20201002,新城阅璟台,14000,158万,洪山/白沙洲,3,113-138
20201002,金珠港湾,22000,500万,东西湖/金银湖,5,220-298
20201002,万盈国际,价格待定,0,武昌/杨园,0,0-0
20201002,实地君兰汀岸,17500,245万,沌口开发区/沌口,3,135
20201002,隆汇国贸中心,40000,0,黄陂/前川,0,0-0
20201002,海珀滨江,32800,450万,武昌/积玉桥,2/4,136-270
20201002,万丰丰泽园,11660,131万,东西湖/金银湖,3,113
20201002,武汉建工科技中心,14500,0,沌口开发区/沌口,0,0-0
20201002,西寺学府,6500,26万,黄陂/前川,2,45
20201002,F学府,15000,0,黄陂/盘龙城,0,0-0
20201002,F绿岛,15000,0,黄陂/盘龙城,0,0-0
20201002,绿地铂瑞公馆,26000,156万,武昌/积玉桥,1/2,60-237
20201002,大学城金街,25000,75万,汉南/汉南其它,0,0-0
20201002,光谷澎湃城奥山府,16800,195万,东湖高新/光谷南,3,118
20201002,保利上城,价格待定,0,洪山/白沙洲,0,0-0
20201002,东合发展中心,13500,190万,沌口开发区/沌口,0,0-0
20201002,越秀星悦峯,32000,0,武昌/沙湖,2/3/4,54-82
20201002,汉街总部国际万达尊写字楼,28000,0,武昌/水果湖,0,0-0
20201002,四新天祥广场,12500,46万,汉阳/四新,1,28-44
20201002,汉口左岸天地二期,9800,89万,黄陂/汉口北,3,91-132
20201002,北辰蔚蓝城市,11464,114万,黄陂/黄陂其它,3/4,107-139
20201002,碧桂园生态城东境,15000,163万,东湖高新/光谷东,3/4,109-143
20201002,阳光城央座,价格待定,0,江汉/台北香港路,0,0-0
20201002,中建汤逊湖壹号,21000,84万,江夏/文化大道,0,0-0
20201002,江南新天地,12000,219万,江夏/文化大道,4,183
20201002,保和墨水湾,35000,627万,汉阳/钟家村,4/5,190-198
20201002,万达御湖壹号,38000,630万,洪山/楚河汉街,3,180-200
20201002,翰林公馆,10500,100万,黄陂/盘龙城,3/4,96-139
20201002,万盈国际,价格待定,0,武昌/杨园,1/2,80-113
20201002,奥山光谷世纪城,16000,174万,东湖高新/光谷东,0,0-0
20201002,汉口新界广场,70000,350万,江汉/武广万松园,0,0-0
20201002,三和剑桥城,25000,0,蔡甸/蔡甸城区,0,0-0
20201002,金湖听语,25000,125万,东西湖/金银湖,0,0-0
20201002,御江壹品青山樽,22600,212万,青山/青山,3,101-137
20201002,钰龙旭辉半岛,18500,111万,汉阳/七里庙,0,0-0
20201002,庭瑞新汉口,15500,67万,东西湖/金银湖,1/2,45-58
20201002,西北湖壹号御玺湾,33000,660万,江汉/CBD西北湖/西北湖路北段（地铁2,4/5,199-318
20201002,华星龙腾国际,5900,64万,新洲/新洲其它,3,109-129
20201002,中建壹品澜湾,22000,154万,东西湖/金银湖,0,0-0
20201002,海联时代广场,9000,0,硚口/古田,0,0-0
20201002,香水湾,25000,0,洪山/白沙洲,0,0-0
20201002,华润桃源里,50000,500万,江岸/台北香港路,0,0-0
20201002,白金壳子,16000,76万,东西湖/将军路,1/2,45-70
20201002,绿城武汉黄浦湾,48175,476万,江岸/黄埔永清,3,99-220
20201002,武汉院子,26000,240万,蔡甸/蔡甸其它,4/5,88-182
20201002,星悦湾,7100,77万,汉南/汉南其它,3,101-119
20201002,光谷国际人才港,15000,0,东湖高新/光谷东,0,0-0
20201002,北辰光谷里,18500,227万,东湖高新/关山大道,1/2,50-123
20201002,保利天悦中心,21000,200万,东湖高新/关山大道,0,0-0
20201002,国采光立方,15000,240万,东湖高新/光谷东,0,0-0
20201002,远洋东方境世界观,19000,72万,汉阳/钟家村,1/2,38-76
20201002,亿德光谷先锋,16000,78万,东湖高新/关山大道,1,42-74
20201002,联投光谷瑞园,14950,228.7万,东湖高新/光谷东,3/4,102-190
20201002,万科金域国际,22404,264万,汉阳/七里庙,3,118-140
20201002,华中中交城,价格待定,0,沌口开发区/沌口,0,0-0
20201002,空港中心,9500,43万,黄陂/盘龙城,1,45-53
20201002,四新天祥广场,35000,140万,汉阳/四新,0,0-0
20201002,君临国际,21000,12.6万,武昌/徐东,0,0-0
20201002,碧桂园忆西湖,12000,142万,蔡甸/蔡甸其它,3/5,118-218
20201002,新城庭瑞君悦观澜,7500,81万,汉南/汉南其它,3/4,108-127
20201002,金地中法仟佰汇,9500,31万,蔡甸/蔡甸城区,1,46
20201002,孔雀城问津兰亭,6864,70万,新洲/新洲其它,3/4,90-125
20201002,状元府,9400,95万,蔡甸/蔡甸城区,0,0-0
20201002,绿地香树花城,26500,260万,青山/青山,0,0-0
20201002,绿地悦澜湾二期,35000,0,汉阳/四新,0,0-0
20201002,越秀国际金融汇,36000,1008万,江汉/武广万松园,5,280
20201002,华发未来荟,14000,70万,汉阳/四新,1/2/3,40-99
20201002,翰林尚苑,16780,171万,洪山/文化大道,3/4,102-165
20201002,红星天铂,价格待定,0,新洲/阳逻,0,0-0
20201002,碧桂园凤凰湾,8600,123万,汉南/汉南其它,4/5,143-228
20201002,碧桂园凰城悦山湖,9500,98万,汉南/汉南其它,3/4,103-141
20201002,空港中心,15000,0,黄陂/盘龙城,6/8/1,591-1206
20201002,泰然南湖玫瑰湾三期,49500,1740万,洪山/珞狮南路,0,0-0
20201002,碧桂园蜜柚,30000,111万,江岸/塔子湖,0,0-0
20201002,中建御景星城,29000,437万,硚口/宗关,4,151-152
20201002,同馨花园雍豪府,39000,362万,硚口/宝丰崇仁,2/3/4,93-183
20201002,滨湖壹号,11500,178万,东湖高新/金融港/藏龙岛科技园藏龙大道特1号,4,155
20201002,华宇旭辉大厦,24000,0,武昌/积玉桥,0,0-0
20201002,金地格林东郡,40000,219万,东湖高新/民族大道,0,0-0
20201002,中南拂晓城,24500,49万,黄陂/黄陂其它,0,0-0
20201002,武汉SOHO,5300,0,新洲/阳逻,1/2,35-60
20201002,天汇龙城,10433,104万,黄陂/盘龙城,2/3/4,86-170
20201002,万基国际广场,价格待定,0,黄陂/前川,0,0-0
20201002,武汉国博新城,16500,155万,汉阳/四新,4,144-178
20201002,南德国际城,11000,121万,黄陂/前川,3,110-122
20201002,金鑫国际,价格待定,0,东湖高新/华科大,2/3,66-108
20201002,华发中城荟,30000,210万,江汉/CBD西北湖,1/3,71-140
20201002,顶琇国际城,20264,152万,江汉/唐家墩,0,0-0
20201002,万隆广场,42000,38万,武昌/白沙洲,0,0-0
20201002,天纵半岛蓝湾,13500,121万,东西湖/将军路,3/4,90-140
20201002,枫泽星都汇,13000,165万,江夏/文化大道,0,0-0
20201002,中国健康谷,11760,119万,蔡甸/中法生态城,2/3,101-131
20201002,联投花山郡别墅,价格待定,0,东湖高新/光谷东,0,0-0
20201002,依山龙郡,9300,133万,蔡甸/蔡甸城区,0,0-0
20201002,新城庭瑞君悦观澜,13000,230万,汉南/汉南其它,4,157-207
20201002,葛洲坝国际中心,19500,183万,硚口/宝丰崇仁,0,0-0
20201002,五矿澜悦云玺,12500,132万,黄陂/盘龙城,3/4,106-142
20201002,越秀逸境,12500,140万,蔡甸/后官湖,3/4,110-162
20201002,伟鹏万科御玺滨江,43850,986万,江岸/黄埔永清,4,219-221
20201002,鄂旅投书院世家,31000,0,洪山/白沙洲,3,140-215
20201002,江城之门,价格待定,0,武昌/积玉桥,0,0-0
20201002,国采光立方,30000,465万,东湖高新/光谷东,4,155-194
20201002,仁恒公园世纪,23000,253万,江岸/塔子湖,3/4,110-221
20201002,中信泰富滨江金融城,30000,225万,江岸/二七,1/2,75-95
20201002,美联中心,20000,98万,江岸/塔子湖,2,49-55
20201002,美联德玛假日,12500,117万,东西湖/金银湖,3/4,90-134
20201002,盘龙理想城,9900,95万,黄陂/盘龙城,3/4,96-131
20201002,阳光城十里新城,价格待定,0,汉阳/王家湾,0,0-0
20201002,玉金山墅,18000,218万,蔡甸/蔡甸其它,2/4/5/6/7,121-184
20201002,正商金域世家,16300,178万,洪山/白沙洲,3,108-127
20201002,绿地汉口中心,30000,186万,江岸/塔子湖,0,0-0
20201002,中建壹品澜郡,10697,135万,黄陂/黄陂其它,4,127-129
20201002,越秀翰悦府,9000,88万,蔡甸/蔡甸城区,3,98-128
20201002,洺悦府,40000,195万,硚口/宗关,0,0-0
20201002,绿地汉正中心,价格待定,0,江汉/前进江汉,0,0-0
20201002,清能正荣府,10454,112万,黄陂/武湖,3/4,108-136
20201002,新长江香榭国际城,7200,60万,江夏/江夏其它,2/3/4,85-137
20201002,融创融汇广场,25000,0,江岸/三阳路,0,0-0
20201002,禹洲朗廷元著,18500,204万,沌口开发区/沌口,3/4,110-165
20201002,新影华翔城,7050,69万,新洲/新洲其它,3/4,83-140
20201002,新华壹号,价格待定,0,江汉/CBD西北湖,4,352
20201002,城投秀水青城,13800,130万,青山/青山,3,110-139
20201002,招商公园1872,42000,844万,汉阳/四新,3/4,201-358
20201002,凯德西城,25000,0,硚口/古田,0,0-0
20201002,瀚华天地,26000,0,新洲/阳逻,0,0-0
20201002,光和创谷,13000,89.7万,东湖高新/光谷东,0/1/3,70-141
20201002,金地湖山境,14643.86,121.793万,江夏/藏龙岛,0,0-0
20201002,君荟天地,21800,289万,江汉/塔子湖,3,133-140
20201002,万科云城,19050,230万,洪山/白沙洲,3/4,118-171
20201002,铁投江南御景,23000,0,青山/青山,0,0-0
20201002,金茂国际公寓,20000,76万,洪山/青山,1/2/3/4,38-124
20201002,华发中城峰景湾,8008,78万,汉南/汉南其它,3/4,100-140
20201002,天熙楚世家,9072,88万,黄陂/前川,3,92-121
20201002,保利庭瑞阅江台,19467,234万,汉阳/王家湾,3/4,117-143
20201002,孔雀城航天府,7000,70万,新洲/新洲其它,3/4,88-122
20201002,华发中城中央公园,9800,105万,新洲/阳逻,3/4,87-147
20201002,国采光立方,13800,114万,东湖高新/光谷东,3,83-102
20201002,江夏府,13300,150万,江夏/江夏其它,3/4,105-142
20201002,南德长江城,12500,148万,黄陂/武湖,3/4,118-164
20201002,万科新世纪翡翠滨江,价格待定,0,汉阳/王家湾,0,0-0
20201002,佳柏现代城,55000,100万,东西湖/吴家山,0,0-0
20201002,龙辰丽湾二期,价格待定,0,黄陂/汉口北,3,92-126
20201002,星河2049,18218,180万,江岸/后湖,3,99-136
20201002,中建壹品澜荟,13500,162万,东西湖/金银湖,3/4,125-170
20201002,航城丽都,6700,72万,汉南/汉南其它,3/4,108-143
20201002,蓝光雍锦天府,8400,83万,汉南/汉南其它,3/4,93-137
20201002,绿城凤起乐鸣,19200,211万,东湖高新/光谷东,3/4,109-142
20201002,中建壹品澜庭,9319,96万,沌口开发区/沌口,3/4,103-130
20201002,世茂龙湾国风十期,18000,166万,蔡甸/后官湖,2,92-132
20201002,蓝光林肯公园,15000,105万,硚口/长丰常码头,0,0-0
20201002,沌口天地,20000,76万,沌口开发区/沌口,0,0-0
20201002,招商樾望,17000,650万,汉阳/四新,0,0-0
20201002,华宇旭辉星空,17000,49万,江岸/塔子湖,1/2,32-140
20201002,奥山经开澎湃城,9000,86万,沌口开发区/沌口,3/4,112-136
20201002,纽宾凯汉city汉棠,21000,172万,汉阳/王家湾,2,82-90
20201002,玉带家园,42000,0,硚口/宝丰崇仁,0,0-0
20201002,美好长江首玺,30000,120万,洪山/白沙洲,0,0-0
20201002,绿地领海中心,10000,0,青山/青山,0,0-0
20201002,华生城首府,15200,65万,硚口/吴家山,2/3,43-85
20201002,复地海上海,40000,256万,汉阳/钟家村,0,0-0
20201002,奥山首府,8500,98万,蔡甸/蔡甸其它,3/4,115-141
20201002,融创融汇广场,45000,486万,江岸/三阳路,0,0-0
20201002,兰亭风华,7700,72万,汉南/汉南其它,3,93-143
20201002,奥山首府,15500,217万,蔡甸/蔡甸其它,6,140
20201002,九坤新城壹号御府,28000,49万,东西湖/东西湖其它,0,0-0
20201002,鑫苑藏龙世家,价格待定,0,江夏/江夏其它,0,0-0
20201002,泰禾知音湖院子,13600,200万,蔡甸/后官湖,4,147-170
20201002,光谷澎湃城奥山府,30000,650万,东湖高新/光谷南,4/5,251-310
20201002,长江凯旋城,28000,48万,黄陂/武湖,0,0-0
20201002,武汉雅居乐花园,28000,244万,江夏/庙山,0,0-0
20201002,保利和光晨樾,24000,350万,江夏/江夏其它,3,164-167
20201002,碧桂园凤凰湾,13000,229万,汉南/汉南其它,4/5,176-196
20201002,金拓银湖时代,14160,164万,东西湖/金银湖,3,116-119
20201002,沙湖九号,41600,480万,洪山/楚河汉街,3/4,127-202
20201002,恺德中心,24000,132万,东湖高新/光谷东,2,55
20201002,天纵御府,11000,149万,黄陂/盘龙城,4,104-136
20201002,汉悦府坤璟,20640,231万,江岸/后湖,4,147-192
20201002,中信泰富滨江金融城,41600,682万,江岸/二七,3/4,164-199
20201002,学林博雅天城,6500,65万,新洲/新洲其它,3,106-135
20201002,智慧车都青年城,7945,44万,沌口开发区/沌口,1/2/3,56-116
20201002,金地保利褐石公馆,22500,310万,洪山/白沙洲,3,138-146
20201002,东原乐见城,38000,0,洪山/珞狮南路,0,0-0
20201002,金色港湾MIMI空间,25000,38万,沌口开发区/沌口,0,0-0
20201002,绿地汉正中心,24000,148万,江汉/前进江汉,1/2,62-178
20201002,汉阳城二期云顶,20500,242万,汉阳/钟家村,3,117-141
20201002,智慧车都青年城,16000,272万,沌口开发区/沌口,3/4,174-261
20201002,保利香颂,26000,182万,汉阳/王家湾,0,0-0
20201002,中城悦城,50000,135万,江汉/CBD西北湖,0,0-0
20201002,汉阳城二期云顶,16800,81万,汉阳/钟家村,2,49-77
20201002,华发四季,13525,121万,东西湖/东西湖其它,3/4,90-131
20201002,汉口澎湃城,14900,146万,东西湖/东西湖其它,3,98-127
20201002,中铁世纪金桥,12500,56万,汉阳/四新,1/2,45-75
20201002,翡翠中心润玺,15767,186万,硚口/长丰常码头,3/4,118-161
20201002,世茂云锦瑰海园,19500,50万,洪山/白沙洲,0,0-0
20201002,绿地城,12000,0,汉南/汉南其它,6/7/8,247-405
20201002,江山如画,32000,166万,硚口/集贤,2/3/5/6,52-245
20201002,华中智谷,12000,38万,沌口开发区/沌口,1,32-41
20201002,华发越秀悦府,13000,117万,黄陂/盘龙城,3/4,90-130
20201002,长投农机产业园,11000,0,黄陂/武湖,0,0-0
20201002,奥山经开澎湃城,价格待定,0,沌口开发区/沌口,0,0-0
20201002,奥山经开澎湃城,价格待定,0,沌口开发区/沌口,0,0-0
20201002,星湖湾及君怡公馆,22000,169万,江岸/塔子湖,2/3,77-121
20201002,欧亚达云栖,10500,51万,东西湖/东西湖其它,2,49-98
20201002,国采光立方,35000,448万,东湖高新/光谷东,0,0-0
20201002,五矿澜悦云玺,18000,264万,黄陂/盘龙城,3/4,147-195
20201002,华发峰尚,13600,0,新洲/阳逻,2/3,115-141
20201002,欣隆湖滨半岛,16500,407万,新洲/阳逻,4,251-333
20201002,光明上海公馆,27000,259万,江岸/塔子湖,0,0-0
20201002,当代阳逻满庭春MOMΛ,15000,60万,新洲/阳逻,0,0-0
20201002,金科城,45000,180万,洪山/青山,0,0-0
20201002,南德国际城,22000,40万,黄陂/前川,0,0-0
20201002,中建星光城,17850,228.4万,东湖高新/光谷东,3/4,128-138
20201002,新力金沙湾,17000,76万,新洲/阳逻,0,0-0
20201002,中粮光谷祥云,28000,440万,东湖高新/光谷东,4,163-164
20201002,汉口幸福万象,17500,60万,江岸/后湖,1/3,32-64
20201002,南湖时尚城,29000,100万,东湖高新/民族大道,0,0-0
20201002,洪山公馆,价格待定,0,武昌/中南丁字桥,0,0-0
20201002,碧桂园云玺,27000,432万,东湖高新/光谷东,4,162-170
20201002,汉口澎湃城,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,湾郡北岸公馆,20166,348万,东湖高新/三环南,4,174
20201002,湾郡北岸公馆,21662,321万,东湖高新/三环南,4,153-214
20201002,新长江香榭澜溪三期,15500,0,汉南/汉南其它,0,0-0
20201002,百瑞景滨江生活区,7671,82万,新洲/新洲其它,3,107-132
20201002,世茂龙湾八期,18500,0,蔡甸/后官湖,0,0-0
20201002,南益名悦华府,11273,100万,洪山/白沙洲,3/4,95-129
20201002,恒大科技旅游城,价格待定,0,江夏/江夏其它,0,0-0
20201002,融创中心武汉壹号院,55000,290万,武昌/水果湖,0,0-0
20201002,中建光谷之星,30000,0,东湖高新/光谷东,0,0-0
20201002,地铁时代云上城,14000,156万,东西湖/将军路,2/3/4,83-151
20201002,融创望江府,23417,198万,武昌/白沙洲,3,95-133
20201002,九州通健康城,价格待定,0,汉阳/王家湾,2/3,54-58
20201002,保利香颂,40000,850万,汉阳/王家湾,4,297
20201002,梧桐花园,16172,150万,洪山/白沙洲,3/4,74-148
20201002,融创珞瑜路95号,30600,345万,洪山/街道口,3/4,115-175
20201002,金融街金悦府,16150,145.7万,江夏/文化大道,3/4,94-164
20201002,碧桂园光谷十里春风,17500,187万,东湖高新/光谷南,3,109-141
20201002,阳光100凤凰街,13208,103万,江夏/江夏其它,3,78-127
20201002,华中中交城,13000,56万,沌口开发区/沌口,1/2,45-80
20201002,碧桂园云境,27000,445.5万,东湖高新/光谷东,4/5,165-172
20201002,御湖园,26000,80万,黄陂/黄陂其它,0,0-0
20201002,纽宾凯公园里,17500,85万,汉阳/七里庙,1,46
20201002,世茂龙湾国风十一期,23000,219万,蔡甸/后官湖,2/3,91-141
20201002,百秀城,9500,117万,黄陂/前川,3/4,117-142
20201002,金地中核格林格林,10836,107万,蔡甸/蔡甸城区,3/4,99-169
20201002,融园国际,16800,174万,东西湖/金银湖,0,0-0
20201002,新力城,32000,128万,洪山/白沙洲,0,0-0
20201002,融创观澜壹号,14000,126万,东西湖/金银湖,0,0-0
20201002,方园,19500,200万,青山/青山,3/4,108-143
20201002,绿景苑港东名居二期,25000,82万,洪山/团结大道,0,0-0
20201002,光明府,9300,95万,蔡甸/蔡甸其它,3,91-120
20201002,江御,23000,423万,汉阳/钟家村,4/5,138-293
20201002,武地融创金麟壹号,7000,68.6万,江夏/江夏其它,2/3/4,85-140
20201002,华润万象城·幸福里,37878,681万,江岸/台北香港路,3/4/5,180-330
20201002,新城桃李郡,13000,133万,东西湖/东西湖其它,3,101-130
20201002,汉口道6号,13000,128万,东西湖/金银湖,3,99-125
20201002,富力西溪悦居,13500,127万,东西湖/金银湖,3,94-120
20201002,中交香颂,5500,53万,新洲/新洲其它,3,96-128
20201002,华发未来城,7327,63万,新洲/阳逻,3,86-105
20201002,恒大龙城,15000,46万,黄陂/盘龙城,0,0-0
20201002,中国铁建江语城,12212,133万,东西湖/东西湖其它,3/4,111-132
20201002,地铁时代常青城,11000,40万,东西湖/将军路,1/2,37-77
20201002,葛洲坝紫郡蘭园,22000,92万,沌口开发区/沌口,0,0-0
20201002,绿地光谷中心城,35000,100万,东湖高新/光谷东,0,0-0
20201002,海伦春天四期,11000,41万,汉阳/王家湾,1,43
20201002,铂悦中心,价格待定,0,汉南/汉南其它,1/2/3,50-78
20201002,奥园滨江国际,20500,200万,青山/青山,3,95-117
20201002,广电兰亭盛荟,12000,42万,汉阳/四新,1/2,35-117
20201002,碧桂园学府壹号,6600,24万,蔡甸/蔡甸城区,1/2,35-105
20201002,交投逸景天宸,价格待定,0,蔡甸/蔡甸其它,3,104-123
20201002,金湖听语,12500,63万,东西湖/金银湖,1/2/3,50-75
20201002,武汉自贸城,9000,32万,东西湖/东西湖其它,2/3/4,36-91
20201002,武地汉樾台,17200,147万,硚口/古田,2/3/4,86-170
20201002,九坤五环璟城,14000,135万,东西湖/吴家山,3,97-109
20201002,庭瑞U-ME,35000,91万,沌口开发区/沌口,1,38
20201002,武建中心,23000,241万,江汉/CBD西北湖,0,0-0
20201002,交投合盛嘉园,9643,102万,黄陂/黄陂其它,3/4,110-146
20201002,湖景雅苑,7000,72万,新洲/阳逻,3/4,104-206
20201002,荣盛华庭,9424,99万,蔡甸/蔡甸城区,3,96-137
20201002,越秀博悦府,9060,102万,蔡甸/蔡甸城区,3,113-123
20201002,武汉融创城,13000,141.7万,江夏/江夏其它,0,0-0
20201002,百步亭和谐里,18200,220万,江岸/塔子湖,3/4,121-220
20201002,新昕广场,价格待定,0,汉阳/四新,0,0-0
20201002,越秀国际金融汇,22000,242万,江汉/武广万松园,2/3/4/5/6,110-273
20201002,武汉美桥富力广场,15140,76万,东湖高新/光谷东,2/3,66-86
20201002,碧桂园碧乐城,价格待定,0,洪山/珞狮南路,0,0-0
20201002,五环天地,18800,84万,洪山/虎泉杨家湾,1/2,43-89
20201002,弘阳印月府,20000,86万,汉阳/四新,0,0-0
20201002,朗诗熙华府,价格待定,0,武昌/杨园,0,0-0
20201002,新力雅园,价格待定,0,洪山/老南湖,3,96-117
20201002,美好香域花境,19000,57万,硚口/长丰常码头,0,0-0
20201002,龙湖中锦光谷城香颂,11000,79.2万,东湖高新/光谷东,0/2/3/4,72-77
20201002,泛悦城,价格待定,0,东湖高新/关山大道,0,0-0
20201002,泛悦城,42000,96万,东湖高新/关山大道,0,0-0
20201002,复星外滩中心,价格待定,0,硚口/汉正街,0,0-0
20201002,鄂旅投珞珈国际,价格待定,0,武昌/中南丁字桥,0,0-0
20201002,玉水金苑,6800,93万,新洲/阳逻,3/4,137-143
20201002,碧桂园光谷十里春风别墅,27000,380.7万,东湖高新/光谷南,3/4,141-151
20201002,绿城凤起乐鸣,28000,476万,东湖高新/光谷东,3,175-220
20201002,武地华发时光,13500,133万,东西湖/东西湖其它,3/4,99-135
20201002,江夏天地,20000,76万,江夏/文化大道,0,0-0
20201002,光谷学府,27000,380万,东湖高新/光谷东,4,141
20201002,祥和喜盈门,6200,72万,新洲/新洲其它,3,116-139
20201002,曦地港CITY ON,7289,60万,新洲/阳逻,2/3/4,83-136
20201002,保利城SOHO中心,12500,50万,武昌/团结大道,0,0-0
20201002,新阳广场,37000,111万,汉阳/四新,0,0-0
20201002,绿地光谷中心城,13500,90万,东湖高新/光谷东,1,53-78
20201002,绿地光谷中心城,13500,634万,东湖高新/光谷东,0,0-0
20201002,天纵御府,30500,137万,黄陂/盘龙城,0,0-0
20201002,至尚青年汇,8760,22万,沌口开发区/沌口,1/2,28-63
20201002,绿地香树花城,13000,57万,青山/青山,3/4,43-61
20201002,东原启城,25500,83万,洪山/白沙洲,0,0-0
20201002,中国铁建知语城,9426,101万,蔡甸/蔡甸城区,3,107-127
20201002,武地万科万维天地,31500,374万,硚口/宗关,3,119-143
20201002,幸福时代大家,16200,111万,江岸/百步亭,1/3,69-121
20201002,红星天铂,28000,42万,新洲/阳逻,0,0-0
20201002,洺悦芳华,41000,152万,汉阳/王家湾,0,0-0
20201002,保利上城,22000,125万,洪山/白沙洲,0,0-0
20201002,碧桂园桃李东方,8052,87万,新洲/新洲其它,3,109-117
20201002,武汉诺德逸都,8580,70万,新洲/阳逻,3/4,86-117
20201002,天纵时代城,12580,118万,黄陂/汉口北,3,95-130
20201002,宝业星毓府,8100,82万,新洲/阳逻,3/4,101-141
20201002,金凤东城,价格待定,0,黄陂/前川,3/4,104-173
20201002,花博汇桃李春风,32000,288万,蔡甸/后官湖,3/4,90-205
20201002,武建龙樾上城,11500,130万,黄陂/盘龙城,3/4,113-148
20201002,江南春城,22000,210万,青山/青山,3,97-126
20201002,滨湖壹号,21649,140万,东湖高新/金融港/藏龙岛科技园藏龙大道特1号,0,0-0
20201002,汉津阳光城,7887,78万,蔡甸/蔡甸其它,3,100-115
20201002,佳阳国际,7000,130万,新洲/阳逻,2,185
20201002,佳阳国际,16400,25万,新洲/阳逻,0,0-0
20201002,佳阳摩尔城,36000,30万,新洲/阳逻,0,0-0
20201002,佳阳湖滨花园,7250,104万,新洲/阳逻,0,0-0
20201002,佳阳城市之星,22000,168万,新洲/阳逻,0,0-0
20201002, 万达御湖公寓 ,价格待定,0,洪山/楚河汉街,0,0-0
20201002,华发中城中央公园,23000,328万,新洲/阳逻,5,142
20201002,融侨华府,35000,70万,武昌/积玉桥,0,0-0
20201002,金地中法仟佰汇,18000,168万,蔡甸/蔡甸城区,0,0-0
20201002,广电兰亭盛荟,23857,406万,汉阳/四新,3/4,170-280
20201002,青年说,30000,84万,汉阳/王家湾,0,0-0
20201002,都市径水澜苑,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,武地融创水韵长洲,7120,62万,新洲/新洲其它,3/4,88-125
20201002,中海澳门佳园,50000,120万,江岸/台北香港路,0,0-0
20201002,交投华园,15000,145万,东湖高新/光谷东,3,97-128
20201002,华发外滩荟,55000,1000万,江岸/前进江汉,3,199-206
20201002,佳阳大都府,7461,57万,新洲/阳逻,2/3,77-117
20201002,交投华园,28000,350万,东湖高新/光谷东,3/4,125-140
20201002,龙湖光谷城香颂,30000,90万,东湖高新/光谷东,0,0-0
20201002,金辉优步湖畔,16000,21万,黄陂/黄陂其它,0,0-0
20201002,BOSS SPACE企业家领域,价格待定,0,东西湖/金银湖,6/1,196-239
20201002,BOSS SPACE企业家领域,价格待定,0,东西湖/金银湖,2,37
20201002,金汇中心,14000,72万,东西湖/金银湖,1/3,52-109
20201002,中建壹品澜郡,25500,84万,黄陂/黄陂其它,0,0-0
20201002,华宇旭辉星空,40000,172万,江岸/塔子湖,0,0-0
20201002,盘龙正荣府,13000,126万,黄陂/盘龙城,3/4,97-115
20201002,地铁复兴城,价格待定,0,武昌/首义,1/3/4,30-168
20201002,汉口江北新时代,价格待定,0,新洲/阳逻,0,0-0
20201002,绿地城,6000,24万,汉南/汉南其它,1/2,32-98
20201002,中部慧谷,16000,96万,东西湖/金银湖,0,0-0
20201002,锦绣江城,16229,130万,洪山/白沙洲,2/3,78-118
20201002,华侨城欢乐天际,价格待定,0,洪山/青山,3/4,106-168
20201002,富力西溪悦居,24000,255万,东西湖/金银湖,4,118-131
20201002,中国中铁金桥璟园,20300,168万,汉阳/七里庙,3/4,82-127
20201002,力高雍华年,13100,0,东湖高新/光谷东,0,0-0
20201002,融创玖玺臺,价格待定,0,江汉/CBD西北湖,0,0-0
20201002,中建壹品宏泰阅江府,16980,178万,洪山/白沙洲,0,0-0
20201002,鑫叶龙城,价格待定,0,黄陂/盘龙城,0,0-0
20201002,福星惠誉星誉国际,价格待定,0,江岸/育才花桥,0,0-0
20201002,武地电建璟樾府,价格待定,0,沌口开发区/沌口,0,0-0
20201002,中粮祥云地铁小镇,价格待定,0,蔡甸/蔡甸城区,0,0-0
20201002,中城光谷龙山湖,19000,313万,东湖高新/光谷东,3/4,165-230
20201002,月亮湾壹号,30300,378万,武昌/积玉桥,3/4,125-180
20201002,旭辉千山凌云,价格待定,0,东湖高新/关山大道,0,0-0
20201002,中粮光谷大悦城,价格待定,0,东湖高新/光谷东,0,0-0
20201002,天纵时代天樾,价格待定,0,黄陂/武湖,0,0-0
20201002,清能熙悦台,价格待定,0,新洲/阳逻,0,0-0
20201002,中建中法之星,价格待定,0,蔡甸/后官湖,3,92-129
20201002,城投联投江南岸,17000,175万,洪山/白沙洲,3,105-129
20201002,福星惠誉悦江中心,价格待定,0,洪山/徐东,0,0-0
20201002,武地融创和平中心,价格待定,0,青山/青山,0,0-0
20201002,佳兆业滨江新城,8900,80万,沌口开发区/沌口,3/4,92-124
20201002,清能熙悦台,价格待定,0,新洲/阳逻,0,0-0
20201002,华生汉口城市广场,19000,133万,硚口/长丰常码头,0,0-0
20201002,武汉碧桂园公园里,16331,184万,东西湖/吴家山,3,97-120
20201002,光谷学府,30000,90万,东湖高新/光谷东,0,0-0
20201002,武地城开恒瑞欣园,8005,79万,蔡甸/蔡甸其它,3,99-117
20201002,星悦城六期玺樾,20250,214万,江岸/塔子湖,3,106-128
20201002,融创首创 | 国际智慧生态城市悦晴天,8500,78万,沌口开发区/沌口,3,92-105
